"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num District total","num District rptg","over votes","under votes"
557,"For Members of the County Committee - Montclair 1-5 (DEM) (Vote For 2)","Elizabeth JARIT","DEM",120,44.78,0,196,1,1,"0","91"
558,"For Members of the County Committee - Montclair 1-6 (DEM) (Vote For 2)","Alfred O. WELLER","DEM",83,52.53,0,133,1,1,"0","85"
559,"For Members of the County Committee - Montclair 1-6 (DEM) (Vote For 2)","Linda Jeffers RUSSELL","DEM",75,47.47,0,133,1,1,"0","85"
560,"For Members of the County Committee - Montclair 1-7 (DEM) (Vote For 2)","Marcia FUSILLI","DEM",100,55.25,0,148,1,1,"0","85"
561,"For Members of the County Committee - Montclair 1-7 (DEM) (Vote For 2)","Nicole Bouknight JOHNSON","DEM",81,44.75,0,148,1,1,"0","85"
562,"For Members of the County Committee - Montclair 1-8 (DEM) (Vote For 2)","Kathryn S. GUTOWSKI","DEM",112,53.59,0,161,1,1,"0","91"
563,"For Members of the County Committee - Montclair 1-8 (DEM) (Vote For 2)","Nina TUCKER","DEM",97,46.41,0,161,1,1,"0","91"
564,"For Members of the County Committee - Montclair 1-9 (DEM) (Vote For 2)","Klaus A. SCHNITZER","DEM",145,48.17,0,202,1,1,"0","87"
565,"For Members of the County Committee - Montclair 1-9 (DEM) (Vote For 2)","Helen L. FALLON","DEM",156,51.83,0,202,1,1,"0","87"
566,"For Members of the County Committee - Montclair 2-1 (DEM) (Vote For 2)","Christine RUSSO","DEM",136,53.13,0,175,1,1,"0","68"
567,"For Members of the County Committee - Montclair 2-1 (DEM) (Vote For 2)","Robert J. RUSSO","DEM",120,46.88,0,175,1,1,"0","68"
568,"For Members of the County Committee - Montclair 2-2 (DEM) (Vote For 2)","Carol L. SCHLEIN","DEM",152,57.36,0,190,1,1,"0","101"
569,"For Members of the County Committee - Montclair 2-2 (DEM) (Vote For 2)","Ronald JENKINS, Jr.","DEM",113,42.64,0,190,1,1,"0","101"
570,"For Members of the County Committee - Montclair 2-3 (DEM) (Vote For 2)","Steve FREY","DEM",157,50.65,0,210,1,1,"0","86"
571,"For Members of the County Committee - Montclair 2-3 (DEM) (Vote For 2)","Barbara FREY","DEM",153,49.35,0,210,1,1,"0","86"
572,"For Members of the County Committee - Montclair 2-4 (DEM) (Vote For 2)","Gerard ""Jerry"" VORBACH","DEM",89,49.17,0,144,1,1,"0","93"
573,"For Members of the County Committee - Montclair 2-4 (DEM) (Vote For 2)","Carole L. WILLIS","DEM",92,50.83,0,144,1,1,"0","93"
574,"For Members of the County Committee - Montclair 2-5 (DEM) (Vote For 2)","Monica E. RODRIGUEZ","DEM",85,53.46,0,121,1,1,"0","65"
575,"For Members of the County Committee - Montclair 2-5 (DEM) (Vote For 2)","Christa RAPOPORT","DEM",74,46.54,0,121,1,1,"0","65"
576,"For Members of the County Committee - Montclair 2-6 (DEM) (Vote For 2)","Kristin D. WALD","DEM",214,57.99,0,253,1,1,"0","127"
577,"For Members of the County Committee - Montclair 2-6 (DEM) (Vote For 2)","William F. HARRISON, Jr.","DEM",155,42.01,0,253,1,1,"0","127"
578,"For Members of the County Committee - Montclair 2-8 (DEM) (Vote For 2)","Mara NOVAK","DEM",169,58.28,0,203,1,1,"0","91"
579,"For Members of the County Committee - Montclair 2-8 (DEM) (Vote For 2)","Jay FEIERTAG","DEM",121,41.72,0,203,1,1,"0","91"
580,"For Members of the County Committee - Montclair 2-9 (DEM) (Vote For 2)","Laura M. PASCRELL","DEM",175,53.35,0,231,1,1,"0","97"
581,"For Members of the County Committee - Montclair 2-9 (DEM) (Vote For 2)","David J. PASCRELL","DEM",153,46.65,0,231,1,1,"0","97"
582,"For Members of the County Committee - Montclair 2-10 (DEM) (Vote For 2)","Daniel F. GILL","DEM",121,51.93,0,191,1,1,"0","113"
583,"For Members of the County Committee - Montclair 2-10 (DEM) (Vote For 2)","Michelle L. GILL","DEM",112,48.07,0,191,1,1,"0","113"
584,"For Members of the County Committee - Montclair 2-11 (DEM) (Vote For 2)","Dale COLEMAN-DIGGS","DEM",11,50.00,0,12,1,1,"0","0"
585,"For Members of the County Committee - Montclair 2-11 (DEM) (Vote For 2)","Thaddaeus DIGGS","DEM",11,50.00,0,12,1,1,"0","0"
586,"For Members of the County Committee - Montclair 3-1 (DEM) (Vote For 2)","Elsie L. BARRICK","DEM",121,57.62,0,161,1,1,"0","102"
587,"For Members of the County Committee - Montclair 3-1 (DEM) (Vote For 2)","Susan van INWEGEN","DEM",89,42.38,0,161,1,1,"0","102"
588,"For Members of the County Committee - Montclair 3-2 (DEM) (Vote For 2)","Brianna EARLE","DEM",145,58.94,0,177,1,1,"0","93"
589,"For Members of the County Committee - Montclair 3-2 (DEM) (Vote For 2)","Kirk CHARLES","DEM",101,41.06,0,177,1,1,"0","93"
590,"For Members of the County Committee - Montclair 3-3 (DEM) (Vote For 2)","Kyle J. ANGLIN","DEM",125,50.40,0,167,1,1,"0","66"
591,"For Members of the County Committee - Montclair 3-3 (DEM) (Vote For 2)","Diane M. ANGLIN","DEM",123,49.60,0,167,1,1,"0","66"
592,"For Members of the County Committee - Montclair 3-4 (DEM) (Vote For 2)","Declan CARNEY","DEM",80,47.90,0,119,1,1,"0","58"
593,"For Members of the County Committee - Montclair 3-4 (DEM) (Vote For 2)","Brendan GILL","DEM",87,52.10,0,119,1,1,"0","58"
594,"For Members of the County Committee - Montclair 3-5 (DEM) (Vote For 2)","Robin C. HOLCOMBE","DEM",115,49.78,0,194,1,1,"0","134"
595,"For Members of the County Committee - Montclair 3-5 (DEM) (Vote For 2)","Jennette L. WILLIAMS","DEM",116,50.22,0,194,1,1,"0","134"
596,"For Members of the County Committee - Montclair 3-6 (DEM) (Vote For 2)","Baye ADOFO-WILSON","DEM",76,100.00,0,93,1,1,"0","99"
597,"For Members of the County Committee - Montclair 3-7 (DEM) (Vote For 2)","Marcia MARLEY","DEM",97,53.89,0,132,1,1,"0","67"
598,"For Members of the County Committee - Montclair 3-7 (DEM) (Vote For 2)","Connie KEYS","DEM",83,46.11,0,132,1,1,"0","67"
599,"For Members of the County Committee - Montclair 3-8 (DEM) (Vote For 2)","Kim BURNS","DEM",111,59.04,0,137,1,1,"0","65"
600,"For Members of the County Committee - Montclair 3-8 (DEM) (Vote For 2)","John BURNS","DEM",77,40.96,0,137,1,1,"0","65"
601,"For Members of the County Committee - Montclair 3-9 (DEM) (Vote For 2)","Dathan James MORTON","DEM",52,60.47,0,74,1,1,"0","58"
602,"For Members of the County Committee - Montclair 3-9 (DEM) (Vote For 2)","Geoffrey BORSHOF","DEM",34,39.53,0,74,1,1,"0","58"
603,"For Members of the County Committee - Montclair 4-1 (DEM) (Vote For 2)","Robert BOLDER","DEM",116,50.43,0,185,1,1,"0","116"
604,"For Members of the County Committee - Montclair 4-1 (DEM) (Vote For 2)","Catherine M. BOLDER","DEM",114,49.57,0,185,1,1,"0","116"
605,"For Members of the County Committee - Montclair 4-2 (DEM) (Vote For 2)","Gay OVERBEY-COLE","DEM",83,57.24,0,110,1,1,"0","71"
606,"For Members of the County Committee - Montclair 4-2 (DEM) (Vote For 2)","Pierre M. FALAISE","DEM",62,42.76,0,110,1,1,"0","71"
607,"For Members of the County Committee - Montclair 4-3 (DEM) (Vote For 2)","Rosita DOTSON","DEM",111,53.37,0,163,1,1,"0","113"
608,"For Members of the County Committee - Montclair 4-3 (DEM) (Vote For 2)","Keith M. ALI","DEM",97,46.63,0,163,1,1,"0","113"
609,"For Members of the County Committee - Montclair 4-4 (DEM) (Vote For 2)","Madeline GALE","DEM",83,62.88,0,111,1,1,"0","86"
610,"For Members of the County Committee - Montclair 4-4 (DEM) (Vote For 2)","Eric BENSON","DEM",49,37.12,0,111,1,1,"0","86"
611,"For Members of the County Committee - Montclair 4-5 (DEM) (Vote For 2)","Robert LeHOUILLIER","DEM",102,47.89,0,174,1,1,"0","113"
612,"For Members of the County Committee - Montclair 4-5 (DEM) (Vote For 2)","Tanya POTEAT","DEM",111,52.11,0,174,1,1,"0","113"
613,"For Members of the County Committee - Montclair 4-6 (DEM) (Vote For 2)","Renee BASKERVILLE","DEM",212,67.09,0,244,1,1,"0","162"
614,"For Members of the County Committee - Montclair 4-6 (DEM) (Vote For 2)","Antonio GARY","DEM",104,32.91,0,244,1,1,"0","162"
615,"For Members of the County Committee - Montclair 4-7 (DEM) (Vote For 2)","Clarence W. JACKSON, Jr.","DEM",112,47.66,0,189,1,1,"0","122"
616,"For Members of the County Committee - Montclair 4-7 (DEM) (Vote For 2)","Roger S. TERRY","DEM",123,52.34,0,189,1,1,"0","122"
617,"For Members of the County Committee - Montclair 4-8 (DEM) (Vote For 2)","Jose R. GERMAN-GOMEZ","DEM",62,50.00,0,100,1,1,"0","55"
618,"For Members of the County Committee - Montclair 4-8 (DEM) (Vote For 2)","James COTTER","DEM",62,50.00,0,100,1,1,"0","55"
619,"For Members of the County Committee - Montclair 4-10 (DEM) (Vote For 2)","Brandonn YOUNG","DEM",13,100.00,0,17,1,1,"0","21"
620,"For Members of the County Committee - Newark N-1 (DEM) (Vote For 2)","Biancheska VELEZ","DEM",49,63.64,0,83,1,1,"0","69"
621,"For Members of the County Committee - Newark N-1 (DEM) (Vote For 2)","Nadyialex COLON","DEM",28,36.36,0,83,1,1,"0","69"
622,"For Members of the County Committee - Newark N-2 (DEM) (Vote For 2)","Melissa Chantel PICON","DEM",20,60.61,0,30,1,1,"0","17"
623,"For Members of the County Committee - Newark N-2 (DEM) (Vote For 2)","Wilson A. PICHARDO","DEM",13,39.39,0,30,1,1,"0","17"
624,"For Members of the County Committee - Newark N-3 (DEM) (Vote For 2)","Crystal Kiara FELICIANO","DEM",20,54.05,0,59,1,1,"0","61"
625,"For Members of the County Committee - Newark N-3 (DEM) (Vote For 2)","Carlos I. CRUZ","DEM",17,45.95,0,59,1,1,"0","61"
626,"For Members of the County Committee - Newark N-4 (DEM) (Vote For 2)","Rachel PARKER","DEM",71,51.08,0,93,1,1,"0","31"
627,"For Members of the County Committee - Newark N-4 (DEM) (Vote For 2)","Edwin MARTINEZ","DEM",68,48.92,0,93,1,1,"0","31"
628,"For Members of the County Committee - Newark N-5 (DEM) (Vote For 2)","Quamid H. CHILDS","DEM",86,56.21,0,145,1,1,"0","93"
629,"For Members of the County Committee - Newark N-5 (DEM) (Vote For 2)","Constantina MEIS","DEM",67,43.79,0,145,1,1,"0","93"
630,"For Members of the County Committee - Newark N-6 (DEM) (Vote For 2)","Jacqueline H. SHARP","DEM",84,56.76,0,121,1,1,"0","70"
631,"For Members of the County Committee - Newark N-6 (DEM) (Vote For 2)","Cornel RICHARDSON","DEM",64,43.24,0,121,1,1,"0","70"
632,"For Members of the County Committee - Newark N-7 (DEM) (Vote For 2)","Carlos J. MONTIJO","DEM",43,46.24,0,99,1,1,"0","75"
633,"For Members of the County Committee - Newark N-7 (DEM) (Vote For 2)","Maria PAGAN","DEM",50,53.76,0,99,1,1,"0","75"
634,"For Members of the County Committee - Newark N-8 (DEM) (Vote For 2)","Dorothy E. WALLACE","DEM",52,44.83,0,111,1,1,"0","76"
635,"For Members of the County Committee - Newark N-8 (DEM) (Vote For 2)","Samuel GONZALEZ","DEM",64,55.17,0,111,1,1,"0","76"
636,"For Members of the County Committee - Newark N-9 (DEM) (Vote For 2)","Leyda ROMAN","DEM",36,62.07,0,57,1,1,"0","44"
637,"For Members of the County Committee - Newark N-9 (DEM) (Vote For 2)","Ramon ROMAN","DEM",22,37.93,0,57,1,1,"0","44"
638,"For Members of the County Committee - Newark N-10 (DEM) (Vote For 2)","Dante R. EDA, Jr.","DEM",7,31.82,0,30,1,1,"0","34"
639,"For Members of the County Committee - Newark N-10 (DEM) (Vote For 2)","Janet PENA","DEM",15,68.18,0,30,1,1,"0","34"
640,"For Members of the County Committee - Newark N-11 (DEM) (Vote For 2)","George TORRES, Jr.","DEM",16,55.17,0,36,1,1,"0","27"
641,"For Members of the County Committee - Newark N-11 (DEM) (Vote For 2)","Besaida SUERO","DEM",13,44.83,0,36,1,1,"0","27"
642,"For Members of the County Committee - Newark N-12 (DEM) (Vote For 2)","Deborah J. TAYLOR","DEM",26,61.90,0,39,1,1,"0","30"
643,"For Members of the County Committee - Newark N-12 (DEM) (Vote For 2)","Shawki R. HILL","DEM",16,38.10,0,39,1,1,"0","30"
644,"For Members of the County Committee - Newark N-13 (DEM) (Vote For 2)","Mary C. CONCEPCION","DEM",24,61.54,0,31,1,1,"0","15"
645,"For Members of the County Committee - Newark N-13 (DEM) (Vote For 2)","Adrian R. ROMERO","DEM",15,38.46,0,31,1,1,"0","15"
646,"For Members of the County Committee - Newark N-14 (DEM) (Vote For 2)","Myrna J. RODRIGUEZ","DEM",67,74.44,0,130,1,1,"0","146"
647,"For Members of the County Committee - Newark N-14 (DEM) (Vote For 2)","Christobal VELEZ, Jr.","DEM",23,25.56,0,130,1,1,"0","146"
648,"For Members of the County Committee - Newark N-15 (DEM) (Vote For 2)","Jeannette De La CRUZ","DEM",51,58.62,0,76,1,1,"0","59"
649,"For Members of the County Committee - Newark N-15 (DEM) (Vote For 2)","Raul MEDINA, Jr.","DEM",36,41.38,0,76,1,1,"0","59"
650,"For Members of the County Committee - Newark N-16 (DEM) (Vote For 2)","Jose A. CAMACHO","DEM",83,53.55,0,120,1,1,"0","67"
651,"For Members of the County Committee - Newark N-16 (DEM) (Vote For 2)","Josephine C. GARCIA","DEM",72,46.45,0,120,1,1,"0","67"
652,"For Members of the County Committee - Newark N-17 (DEM) (Vote For 2)","Juan M. RIVERA, Jr.","DEM",141,60.52,0,241,1,1,"0","177"
653,"For Members of the County Committee - Newark N-17 (DEM) (Vote For 2)","Zaida M. ACOSTA","DEM",92,39.48,0,241,1,1,"0","177"
654,"For Members of the County Committee - Newark N-18 (DEM) (Vote For 2)","Gerard J. MARCHESE","DEM",69,56.56,0,103,1,1,"0","66"
655,"For Members of the County Committee - Newark N-18 (DEM) (Vote For 2)","Tania D. PESANTE","DEM",53,43.44,0,103,1,1,"0","66"
656,"For Members of the County Committee - Newark N-19 (DEM) (Vote For 2)","Hilda D. LOPEZ","DEM",28,100.00,0,52,1,1,"0","57"
657,"For Members of the County Committee - Newark N-20 (DEM) (Vote For 2)","Rene NIEVES","DEM",37,100.00,0,46,1,1,"0","55"
658,"For Members of the County Committee - Newark N-21 (DEM) (Vote For 2)","Ivette A. TOLEDO-NAVARRO","DEM",46,66.67,0,65,1,1,"0","55"
659,"For Members of the County Committee - Newark N-21 (DEM) (Vote For 2)","Juan C. CABRERA","DEM",23,33.33,0,65,1,1,"0","55"
660,"For Members of the County Committee - Newark N-22 (DEM) (Vote For 2)","Juan E. GINORIO","DEM",22,51.16,0,51,1,1,"0","41"
661,"For Members of the County Committee - Newark N-22 (DEM) (Vote For 2)","Jaclisa THOMAS","DEM",21,48.84,0,51,1,1,"0","41"
662,"For Members of the County Committee - Newark N-23 (DEM) (Vote For 2)","Juan ARIAS","DEM",21,55.26,0,41,1,1,"0","26"
663,"For Members of the County Committee - Newark N-23 (DEM) (Vote For 2)","Reyna QUEZADA","DEM",17,44.74,0,41,1,1,"0","26"
664,"For Members of the County Committee - Newark N-25 (DEM) (Vote For 2)","Lisette MELENDEZ","DEM",9,56.25,0,18,1,1,"0","18"
665,"For Members of the County Committee - Newark N-25 (DEM) (Vote For 2)","Amalia RUIZ","DEM",7,43.75,0,18,1,1,"0","18"
666,"For Members of the County Committee - Newark N-26 (DEM) (Vote For 2)","David Ramos MARTINEZ","DEM",12,46.15,0,31,1,1,"0","28"
667,"For Members of the County Committee - Newark N-26 (DEM) (Vote For 2)","Caroline MUNIZ","DEM",14,53.85,0,31,1,1,"0","28"
668,"For Members of the County Committee - Newark N-27 (DEM) (Vote For 2)","Zaleena BACCHUS","DEM",25,54.35,0,57,1,1,"0","46"
669,"For Members of the County Committee - Newark N-27 (DEM) (Vote For 2)","Louis MAISONAVE, Jr.","DEM",21,45.65,0,57,1,1,"0","46"
670,"For Members of the County Committee - Newark N-28 (DEM) (Vote For 2)","Ramona A. TORRES","DEM",41,60.29,0,57,1,1,"0","35"
671,"For Members of the County Committee - Newark N-28 (DEM) (Vote For 2)","Pedro BARCELO","DEM",27,39.71,0,57,1,1,"0","35"
672,"For Members of the County Committee - Newark N-29 (DEM) (Vote For 2)","Giancarlo CELI","DEM",21,37.50,0,57,1,1,"0","44"
673,"For Members of the County Committee - Newark N-29 (DEM) (Vote For 2)","Cynthia J. CRUZ","DEM",35,62.50,0,57,1,1,"0","44"
674,"For Members of the County Committee - Newark N-37 (DEM) (Vote For 2)","Jose R. SANTIAGO","DEM",42,53.16,0,55,1,1,"0","22"
675,"For Members of the County Committee - Newark N-37 (DEM) (Vote For 2)","Miriam MORALES","DEM",37,46.84,0,55,1,1,"0","22"
676,"For Members of the County Committee - Newark N-38 (DEM) (Vote For 2)","Shrutie SEOPERSAD","DEM",31,46.27,0,40,1,1,"0","13"
677,"For Members of the County Committee - Newark N-38 (DEM) (Vote For 2)","Sonia LIZARDI","DEM",36,53.73,0,40,1,1,"0","13"
678,"For Members of the County Committee - Newark N-45 (DEM) (Vote For 2)","Glenis S. MOJICA","DEM",6,46.15,0,11,1,1,"0","5"
679,"For Members of the County Committee - Newark N-45 (DEM) (Vote For 2)","Noel MUNOZ","DEM",7,53.85,0,11,1,1,"0","5"
680,"For Members of the County Committee - Newark N-48 (DEM) (Vote For 2)","Roselle ARENAS","DEM",20,24.69,0,104,1,1,"0","107"
681,"For Members of the County Committee - Newark N-48 (DEM) (Vote For 2)","Teressa C. BANKS","DEM",61,75.31,0,104,1,1,"0","107"
682,"For Members of the County Committee - Newark N-49 (DEM) (Vote For 2)","Migdalia RODRIGUEZ","DEM",25,28.09,0,100,1,1,"0","99"
683,"For Members of the County Committee - Newark N-49 (DEM) (Vote For 2)","Linda D. MACK","DEM",64,71.91,0,100,1,1,"0","99"
684,"For Members of the County Committee - Newark N-50 (DEM) (Vote For 2)","Zena A. RACKLEY-GURLEY","DEM",18,48.65,0,31,1,1,"0","23"
685,"For Members of the County Committee - Newark N-50 (DEM) (Vote For 2)","Mary E. RONE","DEM",19,51.35,0,31,1,1,"0","23"
686,"For Members of the County Committee - Newark N-51 (DEM) (Vote For 2)","Cruz Y. RODRIGUEZ","DEM",3,75.00,0,3,1,1,"0","2"
687,"For Members of the County Committee - Newark N-51 (DEM) (Vote For 2)","Yalex Yamir RODRIGUEZ","DEM",1,25.00,0,3,1,1,"0","2"
688,"For Members of the County Committee - Newark S-1 (DEM) (Vote For 2)","Sabor J. AUSTIN","DEM",15,100.00,0,18,1,1,"0","21"
689,"For Members of the County Committee - Newark S-2 (DEM) (Vote For 2)","Trenton E. JONES","DEM",17,58.62,0,28,1,1,"0","25"
690,"For Members of the County Committee - Newark S-2 (DEM) (Vote For 2)","Elliott GARLAND","DEM",12,41.38,0,28,1,1,"0","25"
691,"For Members of the County Committee - Newark S-3 (DEM) (Vote For 2)","Rafael MENA","DEM",23,100.00,0,47,1,1,"0","68"
692,"For Members of the County Committee - Newark S-8 (DEM) (Vote For 2)","Dorothy Mae WILLIAMS","DEM",27,79.41,0,40,1,1,"0","42"
693,"For Members of the County Committee - Newark S-8 (DEM) (Vote For 2)","Tillman PURVIS","DEM",7,20.59,0,40,1,1,"0","42"
694,"For Members of the County Committee - Newark S-10 (DEM) (Vote For 2)","Yvonne MURRAY","DEM",29,61.70,0,41,1,1,"0","31"
695,"For Members of the County Committee - Newark S-10 (DEM) (Vote For 2)","Bruce BRADLEY","DEM",18,38.30,0,41,1,1,"0","31"
696,"For Members of the County Committee - Newark S-11 (DEM) (Vote For 2)","Robert J. AUSTIN","DEM",18,72.00,0,29,1,1,"0","30"
697,"For Members of the County Committee - Newark S-11 (DEM) (Vote For 2)","Jawana L. JOHNSON","DEM",7,28.00,0,29,1,1,"0","30"
698,"For Members of the County Committee - Newark S-12 (DEM) (Vote For 2)","Anita L. HICKS","DEM",26,50.98,0,42,1,1,"0","31"
699,"For Members of the County Committee - Newark S-12 (DEM) (Vote For 2)","Shakir Yamaine McDOUGALD","DEM",10,19.61,0,42,1,1,"0","31"
700,"For Members of the County Committee - Newark S-12 (DEM) (Vote For 2)","Aaron D. VARNADO, Sr.","DEM",15,29.41,0,42,1,1,"0","31"
701,"For Members of the County Committee - Newark S-13 (DEM) (Vote For 2)","Arnie PINNIX","DEM",29,100.00,0,37,1,1,"0","45"
702,"For Members of the County Committee - Newark S-15 (DEM) (Vote For 2)","Ali MUSLIM","DEM",51,62.20,0,72,1,1,"0","60"
703,"For Members of the County Committee - Newark S-15 (DEM) (Vote For 2)","Beulah M. BARNES","DEM",31,37.80,0,72,1,1,"0","60"
704,"For Members of the County Committee - Newark S-16 (DEM) (Vote For 2)","Christopher P. REDWOOD, Jr.","DEM",34,38.20,0,75,1,1,"0","59"
705,"For Members of the County Committee - Newark S-16 (DEM) (Vote For 2)","Evelyn WILLIAMS","DEM",55,61.80,0,75,1,1,"0","59"
